STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,EVAP,HDSD,HTDD,MN01,MX01,PRCP,PSUN,SNOW,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WDMV,WSF2,WSF5
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2009-02,,,101,0,0,0,0,0,0,0,25,0,37,0,0,0,84,,,49,55,78,0,,0,66.8,75.5,58.2,,,,,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2009-03,,,,,,0,0,,,,,,,0,0,,,,,,,,,,0,,,,,,,,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2009-04,,,319,6,3,0,0,0,0,0,30,2,53,0,0,5.33,91,,,4,64,89,6.38,,0,75.5,83,68,,,,2286.6,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2009-05,,,443,16,11,0,0,0,0,0,31,0,68,0,0,3.32,89,,,0,70,92,7.72,,0,79.3,85.3,73.3,,,,1582,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2009-06,,,502,19,16,0,0,0,0,0,30,13,68,0,0,1.92,95,,,0,73,94,13.09,,0,81.7,88.7,74.7,,,,1027.1,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2009-07,,,572,18,18,0,0,0,0,0,31,17,71,0,0,1.37,97,,0,0,74,94,11.35,,0,83.4,90.2,76.6,,,,940.8,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2009-08,,,598,19,12,0,0,0,0,0,31,23,72,0,0,2.2,92,6.01,0,0,76,97,7,,0,84.3,90.1,78.5,,,,1224.7,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2009-09,,,530,19,14,0,0,0,0,0,30,10,73,0,0,1.45,92,,0,0,74,93,7.96,,0,82.7,88.8,76.6,,,,749.4,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2009-10,,,495,8,6,0,0,0,0,0,31,9,58,0,0,1.29,92,,1,1,71,92,3.67,,0,80.9,87,74.9,,,,1242.1,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2009-11,,,294,4,4,0,0,0,0,0,30,0,50,0,0,1.71,87,4.62,10,9,63,82,2.76,,0,74.5,81,68,,,,1230.3,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2009-12,,,205,4,2,0,0,0,0,0,25,0,48,0,0,0.42,86,,45,35,61,78,0.69,,0,70.8,77.6,64.1,,,,1485.1,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2010-01,,76,76,4,2,0,0,0,0,0,18,0,35,0,0,0.33,84,,206,161,51,70,0.51,,0,62,70.7,53.2,,,,869.9,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2010-02,,126,51,9,6,0,0,0,0,0,15,0,43,0,0,3,82,,323,117,52,74,5.4,,0,62.7,70.9,54.4,,,,1230.3,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2010-03,,214,88,8,6,0,0,0,0,0,24,0,43,0,0,1.22,82,5.18,376,53,55,79,3.13,,0,66.2,74.4,57.9,,,,1694.5,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2010-04,,467,253,10,6,0,0,0,0,0,29,0,58,0,0,2.58,86,8.92,376,0,64,86,6.98,,0,73.7,79.5,68,,,,1908.2,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2010-05,,948,481,5,4,0,0,0,0,0,31,4,61,0,0,1.95,99,8.46,376,0,71,92,4.03,,0,80.5,86.4,74.6,,,,1933.7,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2010-06,,1525,576,16,14,0,0,0,0,0,30,22,69,0,0,2.5,93,,376,0,75,96,8.44,,0,84.2,90.4,78,,,,1569.6,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2010-07,,2067,543,17,10,0,0,0,0,0,29,21,70,0,0,1.21,93,,0,0,75,96,5.76,,0,83.7,90.1,77.3,,,,1266.4,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2010-08,,2606,538,,,0,0,0,0,0,28,23,72,0,0,,93,,0,0,75,96,,,0,84.2,90.8,77.7,,,,,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2010-09,,,,,,0,0,,,,,,,0,0,,,,,,,,,,0,,,,,,,,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2010-10,,,420,7,5,0,0,0,0,0,31,0,66,0,0,0.53,88,5.71,,0,67,87,1.33,,0,78.5,85,72.1,,,,,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2010-11,,,247,8,5,0,0,0,0,0,29,0,52,0,0,1.3,85,4.37,,10,62,80,2.07,,0,72.9,79.5,66.3,,,,1275.7,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2010-12,,,30,5,2,0,0,0,0,0,19,0,35,0,0,0.63,84,3.96,,164,48,70,1.04,,0,60.7,70.6,50.7,,,,1569,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2011-01,,93,93,8,6,,,0,0,0,26,0,43,,,0.94,84,3.82,,67,55,75,2.2,,,65.9,74.7,57,,,,,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2011-02,,272,178,3,0,,,0,0,0,27,0,52,,,0.06,86,5.12,,13,61,83,0.12,,,70.9,78.4,63.4,,,,,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2011-03,,513,241,7,4,,,0,0,0,31,0,52,,,0.8,88,6.72,,1,62,88,1.66,,,72.8,80.7,64.8,,,,1498.1,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2011-04,,934,421,8,5,,,0,0,0,30,4,65,,,0.69,91,8.06,,0,69,93,2.45,,,79,86.3,71.8,,,,24.9,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2011-05,,1406,472,4,3,,,0,0,0,31,5,68,,,2.1,91,8.86,,0,71,94,2.41,,,80.2,87,73.5,,,,0,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2011-06,,1924,518,14,8,,,0,0,0,30,17,69,,,1.95,95,,,0,72,95,6.13,,,82.9,89.7,76,,,,1110.4,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2011-07,,2479,554,20,16,,,0,0,0,31,21,70,,,2,96,,0,0,74,97,9.51,,,82.9,89.6,76.2,,,,1219.1,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2011-08,,3062,583,23,16,,,0,0,0,31,22,74,,,1.9,94,,0,0,76,96,10.59,,,83.8,90.2,77.4,,,,1007.2,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2011-09,,3607,545,16,11,,,0,0,0,30,16,72,,,1.97,93,,0,0,74,94,7.44,,,83.2,89.5,76.9,,,,953.8,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2011-10,,4022,416,13,12,,,0,0,0,31,4,62,,,3.7,92,,0,0,68,88,15.99,,,78.4,84.7,72.1,,,,1544.1,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2011-11,,4304,281,12,7,,,0,0,0,30,0,58,,,1.76,85,9.82,0,0,64,83,2.86,,,74.4,80.9,67.8,,,,1836.8,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2011-12,,4523,219,6,2,,,0,0,0,30,0,54,,,0.45,82,6.44,3,3,61,80,0.91,,,72,78.3,65.7,,,,1647.3,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2012-01,,131,131,3,1,,,0,0,0,27,0,42,,,0.13,84,5.67,53,50,55,75,0.18,,,67.6,75.7,59.5,,,,1352.1,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2012-02,,352,221,8,4,,,0,0,0,28,0,46,,,1.42,86,9.24,75,22,62,83,3.21,,,71.9,78.2,65.5,,,,1497.5,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2012-03,,641,289,10,3,,,0,0,0,31,0,54,,,1.8,85,10.59,75,0,64,85,2.69,,,74.3,80.5,68.2,,,,2060.5,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2012-04,,940,299,11,9,,,0,0,0,30,0,57,,,1.79,89,11.44,75,0,63,89,7.23,,,75,82.1,67.9,,,,1663.4,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2012-05,,1363,423,19,13,,,0,0,0,31,2,67,,,4.62,91,,75,0,69,,10.5,,,78.6,84.6,72.6,,,,1352.7,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2012-06,,1859,497,14,13,,,0,0,0,30,8,71,,,1.95,93,11.54,75,0,,94,10.22,,,81.6,87.5,75.6,,,,1411.1,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2012-07,,2401,542,12,11,,,0,0,0,31,14,69,,,2.63,91,10.54,0,0,74,96,9.64,,,82.5,88.4,76.5,,,,1016.6,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2012-08,,2954,552,19,15,,,0,0,0,31,18,71,,,3.5,92,12.8,0,0,75,95,14.79,,,82.8,89,76.7,,,,990.5,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2012-09,,3445,492,22,17,,,0,0,0,30,6,66,,,1.56,91,9.2,0,0,73,93,9.93,,,81.4,87.9,74.9,,,,837.6,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2012-10,,3862,417,19,11,,,0,0,0,31,0,57,,,2.34,89,6.12,0,0,69,89,7.75,,,78.5,84.7,72.2,,,,1207.9,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2012-11,,3980,118,3,1,,,0,0,0,29,0,46,,,0.13,82,7.42,18,18,59,81,0.24,,,68.3,77.4,59.2,,,,1316.7,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2012-12,,4169,189,9,3,,,0,0,0,28,0,34,,,0.71,85,6.61,60,41,60,79,1.22,,,69.8,77.7,61.8,,,,1474.5,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2013-01,,197,197,5,2,,,0,0,0,30,0,51,,,0.29,82,5.23,68,8,61,80,0.5,,,71.1,78.4,63.8,,,,1467.7,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2013-02,,388,190,7,4,,,0,0,0,27,0,47,,,1.06,86,7.99,89,21,59,81,2.84,,,71,78.6,63.5,,,,1553.4,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2013-03,,496,108,4,3,,,0,0,0,26,0,44,,,0.32,88,10.58,137,48,52,80,0.77,,,66.9,75.3,58.5,,,,1865.4,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2013-04,,855,359,12,8,,,0,0,0,30,1,60,,,2.18,90,9.39,137,0,66,90,5.78,,,77,82.9,71,,,,1925,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2013-05,,1262,407,15,12,,,0,0,0,31,2,63,,,3.84,91,11.37,137,0,67,90,9.83,,,78.1,84.9,71.4,,,,1677.7,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2013-06,,1783,521,17,11,,,0,0,0,30,5,73,,,2.07,91,7.66,137,0,73,94,6.22,,,82.4,87.9,76.8,,,,1373.2,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2013-07,,2298,515,17,13,,,0,0,0,31,6,70,,,3.95,93,,0,0,72,92,13.48,,,81.6,87.6,75.6,,,,1375.7,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2013-08,,2864,566,19,10,,,0,0,0,31,9,71,,,0.73,92,7.85,0,0,73,95,4.1,,,83.3,88.8,77.7,,,,1420.5,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2013-09,,3365,500,19,11,,,0,0,0,30,7,71,,,1.05,91,,0,0,72,93,10.41,,,81.7,87.9,75.5,,,,935.8,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2013-10,,3811,446,12,7,,,0,0,0,31,1,68,,,2.21,91,11.72,0,0,69,92,6.45,,,79.4,85.5,73.3,,,,1199.2,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2013-11,,4129,318,12,7,,,0,0,0,29,0,51,,,3.85,88,,2,2,66,84,8.55,,,75.9,82.1,69.7,,,,1816.9,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2013-12,,4426,297,10,6,,,0,0,0,31,0,59,,,2.44,86,8.96,2,0,69,84,7.41,,,74.6,80.4,68.8,,,,1485.1,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2014-01,,128,128,10,7,,,0,0,0,24,0,45,,,0.61,84,5.02,75,72,72,85,2.21,,,66.8,74.9,58.7,,,,1537.3,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2014-02,,368,240,4,4,,,0,0,0,28,0,50,,,1.59,85,6.47,80,5,67,88,2.36,,,73.4,80.5,66.2,,,,1260.8,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2014-03,,579,211,6,5,,,0,0,0,29,0,56,,,0.98,89,7.51,82,2,61,87,1.86,,,72,79.9,64.1,,,,1664,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2014-04,,932,353,8,4,,,0,0,0,30,1,62,,,0.58,90,7.39,82,0,67,92,1.29,,,76.7,83.8,69.7,,,,1783.3,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2014-05,,1405,473,6,6,,,0,0,0,31,3,67,,,2.11,91,9.8,82,0,69,93,3.38,,,80.3,86.2,74.3,,,,2101.5,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2014-06,,1882,477,20,14,,,0,0,0,30,11,69,,,2.93,93,7.54,82,0,72,95,12.08,,,80.9,87.9,74,,,,1143.3,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2014-07,,2443,560,29,16,,,0,0,0,31,15,71,,,1.77,95,9.15,0,0,75,94,9.28,,,83.1,89.7,76.4,,,,660.5,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2014-08,,3040,598,13,11,,,0,0,0,31,26,72,,,3.05,93,,0,0,75,97,12.02,,,84.3,90.8,77.7,,,,863.7,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2014-09,,3539,499,22,17,,,0,0,0,30,5,72,,,2.36,91,10.11,0,0,73,94,11.47,,,81.6,87.8,75.5,,,,688.5,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2014-10,,3977,437,16,10,,,0,0,0,31,5,68,,,1.44,93,4.65,0,0,69,91,5.23,,,79.1,85.6,72.6,,,,869.9,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2014-11,,4195,218,8,6,,,0,0,0,28,0,51,,,1.42,88,5.42,15,15,61,82,2.48,,,71.7,79.2,64.3,,,,1410.5,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2014-12,,4384,189,5,3,,,0,0,0,27,0,47,,,0.43,83,4.06,51,35,60,79,0.76,,,69.9,76.9,63,,,,1257,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2015-01,,173,173,6,3,,,0,0,0,29,0,52,,,1.02,83,4.26,68,17,61,80,1.48,,,70,77.6,62.4,,,,1427.9,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2015-02,,282,109,5,3,,,0,0,0,24,0,41,,,0.62,86,5.35,115,48,58,81,1.12,,,67.2,75.7,58.7,,,,1659.1,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2015-03,,633,351,6,4,,,0,0,0,31,1,57,,,2.97,92,8.77,115,0,69,91,3.78,,,76.3,83.1,69.5,,,,1817.5,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2015-04,,1069,436,8,7,,,0,0,0,30,4,59,,,1.97,96,8.77,115,0,73,96,4.71,,,79.5,85.7,73.3,,,,1569,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2015-05,,1534,466,12,5,,,0,0,0,31,5,66,,,0.69,94,9.05,115,0,73,97,1.76,,,80,86.8,73.2,,,,1849.8,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2015-06,,2069,535,15,9,,,0,0,0,30,12,70,,,1.35,93,9.48,115,0,79,100,5.2,,,82.8,88.9,76.8,,,,1299.9,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2015-07,,2655,586,14,9,,,0,0,0,31,26,72,,,0.97,94,7.94,0,0,79,101,4.03,,,83.9,90.6,77.2,,,,1201.1,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2015-08,,3240,585,18,14,,,0,0,0,31,27,71,,,2.73,94,6.09,0,0,78,101,9.06,,,83.9,90.6,77.2,,,,928.3,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2015-09,,3778,537,21,17,,,0,0,0,30,15,72,,,1.43,92,,0,0,78,98,9,,,82.9,89.5,76.4,,,,659.3,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2015-10,,4249,471,15,8,,,0,0,0,31,6,71,,,1.14,91,5.29,0,0,75,93,4.51,,,80.2,86.2,74.2,,,,1109.8,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2015-11,,4647,398,15,7,,,0,0,0,30,0,61,,,1.73,89,6.85,0,0,74,90,5.31,,,78.3,83.8,72.7,,,,1557.2,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2015-12,,5009,362,18,11,,,0,0,0,31,0,63,,,2.05,85,8.72,0,0,74,88,7.21,,,76.7,81.5,71.9,,,,1518,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2016-01,,96,96,20,11,,,0,0,0,25,0,41,,,1.6,84,5.05,58,58,,,7.1,,,66.3,73.6,58.9,,,,1542.9,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2016-02,,196,99,8,7,,,0,0,0,22,0,46,,,0.72,84,6.45,103,46,,,2.67,,,66.8,74.1,59.5,,,,1639.8,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2016-03,,518,322,6,2,,,0,0,0,31,0,56,,,0.41,88,6.71,104,0,,,0.82,,,75.4,81.9,68.8,,,,1602.5,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2016-04,,847,329,6,1,,,0,0,0,29,2,64,,,0.41,91,8.52,104,0,67,91,0.56,,,76.3,83.4,69.2,,,,1772.8,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2016-05,,1311,465,9,5,,,0,0,0,31,1,63,,,2,90,8.48,104,0,73,95,4.66,,,80,86.3,73.7,,,,1418.6,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2016-06,,1871,559,17,11,,,0,0,0,30,17,74,,,1.19,94,7.38,104,0,78,98,5.44,,,83.6,89.5,77.8,,,,1455.3,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2016-07,,2463,592,18,13,,,0,0,0,30,26,73,,,1.26,93,7.49,0,0,80,101,6.39,,,84.7,90.5,78.9,,,,1409.9,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2016-08,,3042,579,19,18,,,0,0,0,31,24,71,,,2.62,93,,0,0,81,99,13.46,,,83.7,90.2,77.2,,,,1230.9,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2016-09,,3519,478,19,11,,,0,0,0,26,12,74,,,0.68,92,4.46,0,0,,,5.09,,,83.4,89.1,77.6,,,,630.7,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2016-10,,,,16,11,,,,,,,,,,,1.78,,7.2,,,71,91,8.27,,,,,,,,,1357.1,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2016-11,,,285,4,2,,,0,0,0,30,0,59,,,0.39,85,6.02,,0,66,84,0.86,,,74.5,81.1,67.9,,,,1296.2,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2016-12,,,328,10,6,,,0,0,0,31,0,53,,,2.31,87,4.92,,3,70,86,5.01,,,75.5,81.4,69.5,,,,1617.4,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2017-01,,181,181,14,7,,,0,0,0,29,0,49,,,1.05,84,4.81,,27,63,83,3.54,,,70,78.3,61.6,,,,1629.9,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2017-02,,389,209,2,1,,,0,0,0,28,0,55,,,1.27,88,4.93,,1,64,86,1.33,,,72.4,80.5,64.3,,,,1264.5,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2017-03,,609,219,9,6,,,0,0,0,30,0,52,,,0.98,86,8.59,,8,63,88,4.37,,,71.8,79.4,64.2,,,,1898.9,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2017-04,,953,344,4,3,,,0,0,0,29,1,59,,,1.13,91,9.6,,0,67,91,2.08,,,76.9,83,70.7,,,,2195.3,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2017-05,,1427,474,9,5,,,0,0,0,31,9,63,,,1.13,96,9.2,,0,72,98,3.57,,,80.3,87.8,72.8,,,,1981.6,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2017-06,,1931,504,21,14,,,0,0,0,29,9,70,,,3.05,91,10.48,,0,76,98,12.12,,,82.4,87.9,76.8,,,,1352.1,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2017-07,,2513,582,16,11,,,0,0,0,31,22,71,,,3.43,92,6.32,0,0,79,101,10.37,,,83.8,90,77.5,,,,1253.9,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2017-08,,3132,619,18,11,,,0,0,0,31,23,74,,,1.87,96,,0,0,79,100,10.88,,,85,90.7,79.2,,,,1078.7,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2017-09,,,,13,11,,,,,,,,,,,1.95,,9.04,,,79,100,7.43,,,,,,,,,1346.5,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2017-10,,,434,20,14,,,0,0,0,29,3,57,,,2.43,90,12.46,,0,72,94,12.48,,,80,86.4,73.5,,,,1644.8,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2017-11,,,316,13,8,,,0,0,0,29,0,64,,,0.99,85,4.7,,0,68,87,3.55,,,75.9,82.8,69,,,,1316.1,,
USC00083909,"HIALEAH, FL US",25.8175,-80.2858,3.7,2017-12,,,213,3,1,,,0,0,0,28,0,48,,,0.54,87,5.6,,30,63,82,0.61,,,70.9,79.3,62.5,,,,1112.9,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2009-01,,,,8,1,,,,,,,,,,,0.27,,,,,,,0.5,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2009-05,,,,20,14,,,,,,,,,,,2.21,,,,,,,8.48,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2009-06,,,,19,15,,,,,,,,,,,1.48,,,,,,,9.19,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2009-07,,,,18,10,,,,,,,,,,,1.62,,,,,,,6.1,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2009-08,,,,17,14,,,,,,,,,,,1.91,,,,,,,8.43,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2009-09,,,,22,12,,,,,,,,,,,2.07,,,,,,,8.87,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2009-10,,,,10,3,,,,,,,,,,,0.2,,,,,,,0.72,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2009-11,,,,4,4,,0,,,,,,,,0,1.32,,,,,,,2,,0,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2009-12,,,,11,5,,,,,,,,,,,1.04,,,,,,,2.74,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2010-01,,,,8,3,,,,,,,,,,,0.38,,,,,,,1.07,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2010-04,,,,10,4,,,,,,,,,,,2.68,,,,,,,6.24,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2010-06,,,,22,9,,,,,,,,,,,3.66,,,,,,,11.37,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2010-08,,,,21,17,,,,,,,,,,,1.97,,,,,,,11.15,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2010-09,,,,19,14,,,,,,,,,,,2.98,,,,,,,12.36,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2011-01,,,,8,4,,,,,,,,,,,0.78,,,,,,,1.54,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2011-02,,,,3,0,,,,,,,,,,,0.09,,,,,,,0.15,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2011-04,,,,10,5,,,,,,,,,,,0.48,,,,,,,1.65,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2011-05,,,,9,7,,,,,,,,,,,0.58,,,,,,,1.57,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2011-06,,,,16,8,,,,,,,,,,,1.99,,,,,,,7.22,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2011-07,,,,20,12,,,,,,,,,,,0.88,,,,,,,4.94,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2011-08,,,,24,20,,,,,,,,,,,1.49,,,,,,,9.61,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2011-09,,,,14,12,,,,,,,,,,,3.06,,,,,,,9.07,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2011-10,,,,13,11,,,,,,,,,,,3.1,,,,,,,14.71,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2012-01,,,,3,0,,0,,,,,,,,0,0.05,,,,,,,0.08,,0,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2012-03,,,,10,3,,,,,,,,,,,2.6,,,,,,,3.36,,,,,,,,,,,
US1FLMD0008,"TAMIAMI 1.6 N, FL US",25.7809,-80.3984,10.1,2012-04,,,,12,8,,,,,,,,,,,1.64,,,,,,,6.47,,,,,,,,,,,
