STATION,NAME,LATITUDE,LONGITUDE,DATE,AWND,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2016-07,5.6,2004,672,16,10,,,0,0,0,31,28,75,,,0.95,99,0,0,4.45,,86.7,94,79.4,310,270,28,44
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2016-08,6.5,2654,650,18,16,,,0,0,0,31,27,73,,,2.33,98,0,0,11.87,,86,92.6,79.4,200,80,30,40
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2016-09,5.8,3259,605,10,7,,,0,0,0,30,25,70,,,1.87,98,0,0,4.63,,85.2,92.2,78.1,130,140,25.9,36
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2016-10,6.5,3654,395,1,0,,,0,0,0,31,8,54,,,0.05,94,0,0,0.05,,77.8,86.9,68.6,30,10,25.1,31
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2016-11,6.9,3768,114,6,2,,,0,0,0,23,0,38,,,1.99,88,75,75,2.77,,66.3,75.4,57.1,180,190,30,42
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2016-12,8.3,3821,53,9,6,,,0,0,0,13,0,36,,,2.57,82,299,224,7.87,,59.5,67.1,51.9,100,110,28,38
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2017-01,8.9,50,50,9,9,,,0,2,0,19,0,27,,,2.13,80,500,200,4.9,,60.2,69,51.3,320,310,33.1,45
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2017-02,8.3,114,64,6,4,,,0,0,0,20,0,44,,,1.02,81,580,81,2.74,,64.4,73,55.8,220,230,29.1,38
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2017-03,8.9,248,135,4,4,,,0,0,0,23,0,44,,,1.12,83,643,62,2.87,,67.3,75.5,59.2,300,310,31.1,44
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2017-04,9.4,449,201,9,5,,,0,0,0,29,0,50,,,2.89,86,655,12,5.46,,71.3,80.5,62.1,150,160,32,41
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2017-05,7.8,730,281,10,9,,,0,0,0,30,1,53,,,3.66,90,661,6,9.93,,73.9,82.2,65.5,300,330,35.1,43
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2017-06,8.1,1183,453,19,14,,,0,0,0,30,6,65,,,3.47,92,661,0,15.48,,80.1,86.6,73.6,260,260,38,51
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2017-07,4.9,1748,565,13,9,,,0,0,0,31,21,71,,,3.5,96,0,0,6.5,,83.2,91,75.4,280,190,32,41
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2017-08,6.5,2308,561,20,17,,,0,0,0,31,18,73,,,3.13,96,0,0,15.78,,83.1,90.1,76.1,190,200,30,40
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2017-09,6,2761,453,4,1,,,0,0,0,30,14,63,,,0.19,92,0,0,0.42,,80.1,88.2,72,110,100,21,29
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2017-10,8.5,3047,286,9,7,,,0,0,0,28,3,39,,,0.96,90,43,43,3.13,,72.8,80.9,64.8,320,320,30,44
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2017-11,6.7,3142,95,2,0,,,0,0,0,22,0,37,,,0.05,84,141,97,0.06,,64.9,74.1,55.7,350,10,25.1,35
USW00012916,"NEW ORLEANS AIRPORT, LA US",29.99691,-90.27751,2017-12,7.4,3171,28,12,8,,,0,2,0,12,0,29,,,2.72,85,462,321,5.15,,55.6,63.9,47.2,340,10,23,31
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2009-01,6,22,22,7,3,,,0,7,0,11,0,26,,,1.79,80,918,360,2.41,,54.1,65.4,42.8,200,190,35.1,46
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2009-02,7.8,47,25,8,5,,,0,3,0,15,0,28,,,0.6,80,1160,242,1.79,,57.2,68.2,46.3,200,160,30,67
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2009-03,7.2,108,61,,,,,0,1,0,22,0,32,,,,82,1263,102,,,63.6,73.5,53.8,120,140,29.1,37
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2009-05,7.4,,309,,,,,0,0,0,28,0,57,,,,89,,0,,,76,84.3,67.8,250,150,51,91
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2009-06,4.5,,426,2,2,,,0,0,0,26,20,62,,,0.51,100,,0,0.97,,81.4,91.4,71.4,220,90,48.1,74
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2009-07,4,,470,17,10,,,0,0,0,28,14,68,,,1,96,0,0,5.21,,81.8,90.3,73.3,170,210,23.9,69
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2009-08,3.1,,407,17,11,,,0,0,0,26,10,65,,,2.47,93,0,0,8.38,,80.7,88.8,72.4,30,200,25.9,66
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2009-09,4.5,,437,0,0,,,0,0,0,30,6,60,,,0,93,0,0,0,,79.6,87,72.1,170,210,31.1,87
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2009-10,6.7,,243,12,9,,,0,0,0,25,4,43,,,0.99,91,56,56,4.73,,71,79.6,62.5,170,270,25.9,39
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2009-11,5.1,,11,10,3,,,0,0,0,17,0,34,,,0.13,79,238,182,0.54,,59.1,69.7,48.6,50,40,30,44
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2009-12,7.6,,0,18,14,,,0,2,0,3,0,30,,,4.15,71,626,388,16.46,,50.6,58.9,42.4,170,170,25.1,39
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2010-01,6.9,0,0,10,5,,,0,10,0,3,0,19,,,0.49,78,1170,544,1.2,,46.9,56.7,37.1,100,100,31.1,44
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2010-02,6.5,0,0,11,6,,,0,7,0,1,0,29,,,2.31,73,1667,498,4.85,,47.2,56.3,38.1,90,60,25.1,55
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2010-03,6,7,7,10,4,,,0,1,0,11,0,32,,,0.72,79,1955,288,2.01,,55.9,66.7,45.2,360,210,28,86
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2010-04,7.4,93,86,10,2,,,0,0,0,30,0,46,,,0.47,84,1971,16,0.78,,67.3,77.6,57,200,90,28,41
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2010-05,6.3,501,408,14,10,,,0,0,0,31,7,60,,,2.95,94,1971,0,7.85,,78.2,86.8,69.5,200,100,36,52
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2010-06,4.3,1008,507,13,7,,,0,0,0,29,19,70,,,1.96,96,1971,0,5.81,,82.5,90.8,74.2,200,210,31.1,45
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2010-07,4.9,1532,524,12,9,,,0,0,0,29,20,70,,,0.64,98,0,0,3.81,,83,90.6,75.5,170,30,35.1,66
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2010-08,4.3,2086,554,15,11,,,0,0,0,29,21,71,,,1.02,100,0,0,5.46,,84.1,91.4,76.8,60,80,35.1,45
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2010-09,4.7,2542,456,14,4,,,0,0,0,30,20,56,,,0.24,93,0,0,0.9,,80.2,89.2,71.2,60,150,23,68
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2010-10,4.7,2700,159,8,0,,,0,0,0,31,0,46,,,0.07,88,15,15,0.3,,69.6,82.3,57,210,210,25.9,32
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2010-11,5.6,2753,52,10,3,,,0,0,0,21,0,33,,,0.99,82,172,157,2.37,,61.5,73,50,90,150,44.1,168
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2010-12,6.5,2760,7,,,,,0,10,0,9,0,23,,,,78,608,436,,,50.2,61.7,38.7,170,350,23.9,37
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2011-01,6,0,0,5,2,,,0,8,0,3,0,23,,,0.48,74,1102,494,0.72,,48.5,59.6,37.5,90,150,31.1,58
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2011-02,6.9,42,42,6,3,,,0,9,0,14,0,25,,,0.47,82,1412,310,1.17,,54.7,65.5,43.9,210,210,32,39
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2011-03,7.2,117,74,8,5,,,0,0,0,26,0,38,,,1.81,83,1511,99,5.22,,64.2,74.6,53.8,200,210,72,109
USW00012958,"NEW ORLEANS ALVIN CALLENDER FIELD, LA US",29.81667,-90.01667,2011-04,9.6,333,217,3,2,,,0,0,0,28,0,43,,,0.12,86,1535,24,0.24,,71.6,81.5,61.8,210,210,31.1,40
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2010-02,,,,9,7,,,,,,,,,,,3.26,,,,7.11,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2010-03,,,,7,6,,,,,,,,,,,1.04,,,,2.88,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2010-04,,,,5,3,,0,,,,,,,,0,1.63,,,,2.25,0,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2010-05,,,,8,8,,,,,,,,,,,2.44,,,,10.09,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2010-06,,,,14,12,,,,,,,,,,,1.83,,,,7.26,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2010-07,,,,15,11,,,,,,,,,,,2.23,,,,8.1,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2010-08,,,,18,14,,,,,,,,,,,1.71,,,,8.39,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2010-09,,,,7,4,,,,,,,,,,,2.55,,,,3.75,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2011-01,,,,8,6,,,,,,,,,,,0.88,,,,3.48,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2011-02,,,,6,4,,,,,,,,,,,0.67,,,,1.85,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2011-03,,,,7,4,,,,,,,,,,,4.02,,,,8,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2011-04,,,,5,1,,,,,,,,,,,0.44,,,,0.59,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2011-06,,,,8,6,,,,,,,,,,,1.08,,,,3.1,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2011-07,,,,19,16,,,,,,,,,,,5.45,,,,14.45,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2011-12,,,,7,2,,,,,,,,,,,0.35,,,,0.76,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2012-02,,,,11,7,,,,,,,,,,,1.62,,,,4.59,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2012-03,,,,9,5,,,,,,,,,,,4.95,,,,7.15,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2012-04,,,,9,6,,,,,,,,,,,3.33,,,,9.53,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2012-07,,,,20,16,,,,,,,,,,,4.42,,,,14.4,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2012-09,,,,7,6,,,,,,,,,,,1.72,,,,5.22,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2012-12,,,,6,5,,,,,,,,,,,0.49,,,,1.41,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2013-01,,,,11,9,,,,,,,,,,,1.29,,,,5.74,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2013-02,,,,11,9,,,,,,,,,,,3.45,,,,8.88,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2013-03,,,,5,1,,,,,,,,,,,0.29,,,,0.37,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2013-04,,,,12,10,,,,,,,,,,,3,,,,15.84,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2013-08,,,,14,7,,,,,,,,,,,1.38,,,,4.46,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2013-09,,,,10,6,,,,,,,,,,,3.13,,,,6.14,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2014-02,,,,10,8,,,,,,,,,,,1.8,,,,7.71,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2014-03,,,,11,7,,,,,,,,,,,4.99,,,,7.22,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2014-04,,,,9,3,,,,,,,,,,,2.45,,,,3.15,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2014-05,,,,8,6,,,,,,,,,,,4.79,,,,8.29,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2014-07,,,,10,5,,,,,,,,,,,1.47,,,,3.11,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2014-08,,,,11,6,,,,,,,,,,,3.16,,,,4.84,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2014-10,,,,3,3,,,,,,,,,,,0.34,,,,0.86,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2014-12,,,,6,3,,,,,,,,,,,1.08,,,,1.76,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2015-02,,,,10,5,,,,,,,,,,,0.64,,,,1.9,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2015-03,,,,11,8,,,,,,,,,,,2.15,,,,4.95,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2015-04,,,,15,11,,,,,,,,,,,3.78,,,,12.66,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2015-05,,,,10,7,,,,,,,,,,,1.7,,,,4.11,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2015-06,,,,10,5,,,,,,,,,,,1.06,,,,3.12,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2015-07,,,,16,9,,,,,,,,,,,1.83,,,,8.76,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2015-08,,,,10,6,,,,,,,,,,,0.93,,,,2.84,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2015-09,,,,9,5,,,,,,,,,,,1.81,,,,4.54,,,,,,,,
US1LAJF0006,"MARRERO 1.9 E, LA US",29.8807,-90.0837,2015-10,,,,4,3,,,,,,,,,,,3.86,,,,4.87,,,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2009-01,10.7,17,17,8,6,0,0,0,1,0,10,0,32,0,0,3.24,79,,316,4.96,0,55.3,63.2,47.5,210,200,35.1,44
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2009-02,12.1,36,19,9,6,0,0,0,0,0,11,0,35,0,0,3.35,80,,196,4.91,0,58.7,66.8,50.5,330,330,38.9,47
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2009-03,11.4,130,94,9,7,0,0,0,0,0,24,0,37,0,0,3.53,81,,76,6.46,0,65.6,72.9,58.2,320,310,42.9,51
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2009-04,13.9,285,154,6,3,0,0,0,0,0,26,0,47,0,0,0.83,85,,27,1.87,0,69.2,76.3,62.1,210,210,47,59
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2009-05,11,678,393,6,4,0,0,0,0,0,30,0,60,0,0,0.52,89,,0,1.47,0,78.1,84.6,71.6,20,20,33.1,38
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2009-06,9.2,1238,560,4,3,0,0,0,0,0,29,20,70,0,0,0.78,96,,0,1.31,0,84.3,90.6,78,350,320,40.9,51
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2009-07,8.5,1847,609,10,6,0,0,0,0,0,31,20,74,0,0,1.2,97,0,0,2.99,0,84.6,90.9,78.4,30,20,49,60
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2009-08,6.9,2451,604,12,8,0,0,0,0,0,31,21,74,0,0,1.19,99,0,0,5,0,84.5,90.7,78.3,260,260,45,56
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2009-09,8.3,2987,535,14,12,0,0,0,0,0,30,12,69,0,0,1.96,92,0,0,9.41,0,82.8,88.4,77.3,200,200,36.9,51
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2009-10,11.9,3282,296,15,11,0,0,0,0,0,24,6,53,0,0,1.18,93,16,16,5.91,0,74,80.6,67.4,350,350,40,46
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2009-11,11,3328,45,5,4,0,0,0,0,0,15,0,45,0,0,0.55,81,100,84,0.97,0,63.7,69.8,57.6,50,40,36.9,45
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2009-12,13.4,3330,2,14,13,0,0,0,0,0,5,0,36,0,0,5.54,75,468,368,20.61,0,52.8,58.6,47,270,360,36,45
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2010-01,,2,2,9,6,0,0,0,6,0,2,0,23,0,0,0.97,75,961,493,2.26,0,48.6,56.1,41.2,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2010-02,12.3,2,0,14,8,0,0,0,0,0,0,0,34,0,0,2.71,69,1416,455,7.07,0,48.8,55,42.5,340,330,33.1,38
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2010-03,11.6,11,8,10,5,0,0,0,0,0,10,0,42,0,0,1.57,76,1613,197,3.36,0,58.9,65.9,51.9,40,40,48.1,60
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2010-04,11.4,206,195,5,3,0,0,0,0,0,30,0,55,0,0,1.86,85,1613,0,2.32,0,71.5,78.5,64.5,190,170,35.1,43
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2010-05,9.6,680,474,8,6,0,0,0,0,0,31,7,66,0,0,1.63,93,1613,0,5.14,0,80.3,86.8,73.7,180,190,36,45
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2010-06,7.4,1230,550,15,12,,0,0,0,0,28,21,73,,0,2.3,95,1613,0,11.11,0,85.2,91.2,79.2,90,200,40.9,51
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2010-07,9.2,1870,641,13,8,0,0,0,0,0,31,23,76,0,0,0.98,95,0,0,4.07,0,85.7,91.3,80,20,360,31.1,37
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2010-08,8.9,2491,621,20,14,0,0,0,0,0,31,21,73,0,0,1.84,100,0,0,11.78,0,85,91.7,78.3,60,60,38,45
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2010-09,8.7,3039,548,4,3,0,0,0,0,0,30,20,69,0,0,1.11,94,0,0,2.97,0,83.3,89,77.5,120,120,28,35
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2010-10,10.5,3302,262,6,2,0,0,0,0,0,31,0,57,0,0,0.14,88,0,0,0.45,0,73.5,80,66.9,20,280,35.1,51
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2010-11,10.7,3381,79,6,5,0,0,0,0,0,18,0,41,0,0,0.8,83,101,101,2.74,0,64.3,71.7,56.8,340,330,38,47
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2010-12,12.1,3384,3,6,4,0,0,0,1,0,6,0,32,0,0,0.79,75,527,426,1.76,0,51.3,59,43.8,340,330,38.9,47
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2011-01,,0,0,10,7,,,0,2,0,2,0,28,,,0.69,73,969,442,3.42,,50.8,57.6,43.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2011-02,,46,46,5,5,,,0,3,0,12,0,31,,,0.56,84,1269,300,1.78,,55.9,64.2,47.7,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2011-03,,164,119,7,5,,,0,0,0,25,0,47,,,3.12,86,1321,52,7.53,,67.2,74.8,59.5,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2011-04,,501,337,4,1,,,0,0,0,29,7,52,,,0.26,90,1327,6,0.3,,76,84.1,68,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2011-05,,893,392,3,2,,,0,0,0,31,12,58,,,1.26,93,1327,0,1.39,,77.6,85.7,69.6,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2011-06,,1510,616,11,6,,,0,0,0,30,28,74,,,1.09,100,1327,0,2.48,,85.5,93.1,78,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2011-07,,2134,624,13,11,,,0,0,0,31,18,76,,,3.52,98,0,0,10.85,,85.1,90.9,79.4,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2011-08,,2850,717,4,2,,,0,0,0,31,31,74,,,1.04,98,0,0,2.18,,88.1,94.2,82,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2011-09,,3273,423,8,8,,,0,0,0,30,4,67,,,5.3,91,0,0,11.02,,79.1,85.4,72.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2011-10,,3472,199,0,0,,,0,0,0,26,0,48,,,0,86,27,27,0,,70.6,77.8,63.3,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2011-11,,3553,81,8,4,,,0,0,0,20,0,42,,,0.82,84,135,108,2.34,,64.1,71.3,56.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2011-12,,3566,13,12,3,,,0,0,0,11,0,38,,,0.58,78,374,240,1.4,,57.4,63.9,50.8,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2012-01,,43,43,8,3,,,0,0,0,15,0,36,,,1.31,79,574,200,1.93,,59.9,67.7,52.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2012-02,,76,33,12,7,,,0,0,0,10,0,33,,,1.98,81,742,167,4.48,,60.4,66.3,54.4,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2012-03,,269,193,8,7,,,0,0,0,29,0,53,,,2.43,83,759,17,6.59,,70.7,77.4,63.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2012-04,,488,219,9,6,,,0,0,0,30,0,53,,,3.05,87,761,2,11.09,,72.2,79.8,64.7,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2012-05,8.7,952,464,7,5,,,0,0,0,31,5,67,,,2.01,93,761,0,3.7,,80,86.2,73.7,290,290,38,46
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2012-06,,1509,556,9,7,,,0,0,0,30,16,69,,,2.59,98,761,0,4.43,,83.6,89.8,77.3,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2012-07,,2133,624,17,12,,,0,0,0,31,22,72,,,5.5,96,0,0,14.94,,85.1,91.4,78.9,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2012-08,,2717,585,12,11,,,0,0,0,28,23,75,,,4.95,96,0,0,21.35,,85.9,92,79.8,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2012-09,,3255,537,5,5,,,0,0,0,29,13,71,,,1.55,94,0,0,4.54,,83.5,89,78.1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2012-10,,3485,231,2,1,,,0,0,0,27,0,50,,,0.21,88,31,31,0.22,,71.4,78.5,64.4,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",30.0494,-90.0288,2012-11,9.6,3514,29,5,5,,,0,0,0,11,0,46,,,0.55,79,175,143,1.83,,61.2,68.1,54.2,20,10,36.9,47
